timestamp,symbol,open,high,low,close,volume
2026-05-01 11:55:00,GLD,226.3277,226.8717,226.0472,226.5912,415628
2026-05-01 12:00:00,GLD,226.5912,227.0014,226.3357,226.7460,421172
2026-05-01 12:05:00,GLD,226.7460,227.1458,226.4945,226.8943,428201
2026-05-01 12:10:00,GLD,226.8943,227.3878,226.6961,227.1897,436793
2026-05-01 12:15:00,GLD,227.1897,227.3962,226.9106,227.1172,447000
2026-05-01 12:20:00,GLD,227.1172,227.6963,226.8063,227.3853,458837
2026-05-01 12:25:00,GLD,227.3853,227.8763,227.0353,227.5263,472286
2026-05-01 12:30:00,GLD,227.5263,228.1259,227.1255,227.7251,487298
2026-05-01 12:35:00,GLD,227.7251,228.1336,227.4442,227.8528,906825
2026-05-01 12:40:00,GLD,227.8528,228.1264,227.6064,227.8800,521655
2026-05-01 12:45:00,GLD,227.8800,228.2091,227.4488,227.7780,397747
2026-05-01 12:50:00,GLD,227.7780,228.0680,227.5915,227.8815,417904
2026-05-01 12:55:00,GLD,227.8815,228.2732,227.5077,227.8994,438938
2026-05-01 13:00:00,GLD,227.8994,228.1116,227.3995,227.6116,460647
2026-05-01 13:05:00,GLD,227.6116,227.9448,227.1949,227.5281,482811
2026-05-01 13:10:00,GLD,227.5281,227.7228,227.3114,227.5061,505202
2026-05-01 13:15:00,GLD,227.5061,227.7622,227.1710,227.4272,527590
2026-05-01 13:20:00,GLD,227.4272,227.7715,227.0888,227.4331,549741
2026-05-01 13:25:00,GLD,227.4331,227.6245,226.9057,227.0971,571430
2026-05-01 13:30:00,GLD,227.0971,227.3219,226.4487,226.6735,592437
2026-05-01 13:35:00,GLD,226.6735,226.8907,226.4138,226.6310,612559
2026-05-01 13:40:00,GLD,226.6310,226.8463,226.0785,226.2939,631610
2026-05-01 13:45:00,GLD,226.2939,226.5018,225.9846,226.1925,649427
2026-05-01 13:50:00,GLD,226.1925,226.5183,225.4984,225.8241,522870
2026-05-01 13:55:00,GLD,225.8241,226.0178,225.2217,225.4155,537828
2026-05-01 14:00:00,GLD,225.4155,225.8055,224.8170,225.2071,551221
2026-05-01 14:05:00,GLD,225.2071,225.4850,224.6061,224.8840,563000
2026-05-01 14:10:00,GLD,224.8840,225.1162,224.3798,224.6120,573149
2026-05-01 14:15:00,GLD,224.6120,225.0842,224.2061,224.6783,581685
2026-05-01 14:20:00,GLD,224.6783,224.8600,224.3403,224.5220,588659
2026-05-01 14:25:00,GLD,224.5220,224.7903,223.9239,224.1922,594153
2026-05-01 14:30:00,GLD,224.1922,224.4541,223.8855,224.1474,598279
2026-05-01 14:35:00,GLD,224.1474,224.3343,223.9095,224.0965,601177
2026-05-01 14:40:00,GLD,224.0965,224.2851,223.7668,223.9555,603011
2026-05-01 14:45:00,GLD,223.9555,224.4010,223.6206,224.0662,603969
2026-05-01 14:50:00,GLD,224.0662,224.7189,223.6163,224.2690,604256
2026-05-01 14:55:00,GLD,224.2690,224.8585,223.8559,224.4453,461089
2026-05-01 15:00:00,GLD,224.4453,224.6485,224.0917,224.2948,460697
2026-05-01 15:05:00,GLD,224.2948,224.5534,223.9177,224.1763,460310
2026-05-01 15:10:00,GLD,224.1763,224.4036,223.9579,224.1851,460162
2026-05-01 15:15:00,GLD,224.1851,224.4967,223.8362,224.1477,460478
2026-05-01 15:20:00,GLD,224.1477,224.4963,223.9199,224.2685,461478
2026-05-01 15:25:00,GLD,224.2685,224.7444,223.8796,224.3556,463365
2026-05-01 15:30:00,GLD,224.3556,224.8270,224.1306,224.6020,466324
2026-05-01 15:35:00,GLD,224.6020,224.8595,224.2842,224.5418,470519
2026-05-01 15:40:00,GLD,224.5418,225.1066,224.3039,224.8687,856960
2026-05-01 15:45:00,GLD,224.8687,225.0949,224.3451,224.5713,483144
2026-05-01 15:50:00,GLD,224.5713,225.1340,224.3393,224.9020,491765
2026-05-01 15:55:00,GLD,224.9020,225.4739,224.6315,225.2034,502001
2026-05-02 09:30:00,GLD,225.2034,225.8510,224.8212,225.4687,370866
2026-05-02 09:35:00,GLD,225.4687,225.8294,225.2212,225.5818,384344
2026-05-02 09:40:00,GLD,225.5818,226.0501,225.4004,225.8687,399383
2026-05-02 09:45:00,GLD,225.8687,226.3749,225.6819,226.1881,415902
2026-05-02 09:50:00,GLD,226.1881,226.6541,225.9922,226.4583,433788
2026-05-02 09:55:00,GLD,226.4583,226.7954,226.1741,226.5112,452900
2026-05-02 10:00:00,GLD,226.5112,226.9718,226.3195,226.7801,473074
2026-05-02 10:05:00,GLD,226.7801,227.2719,226.5006,226.9925,494123
2026-05-02 10:10:00,GLD,226.9925,227.6964,226.7420,227.4458,515841
2026-05-02 10:15:00,GLD,227.4458,228.2906,227.0661,227.9108,538011
2026-05-02 10:20:00,GLD,227.9108,228.2530,227.6244,227.9666,560405
2026-05-02 10:25:00,GLD,227.9666,228.5619,227.4756,228.0709,582790
2026-05-02 10:30:00,GLD,228.0709,228.3727,227.8904,228.1922,604935
2026-05-02 10:35:00,GLD,228.1922,228.4221,227.9450,228.1749,483613
2026-05-02 10:40:00,GLD,228.1749,228.7951,227.9012,228.5215,504607
2026-05-02 10:45:00,GLD,228.5215,228.7466,228.1202,228.3454,524711
2026-05-02 10:50:00,GLD,228.3454,228.9488,227.9199,228.5233,543742
2026-05-02 10:55:00,GLD,228.5233,228.7616,228.1534,228.3917,561535
2026-05-02 11:00:00,GLD,228.3917,228.7706,228.2104,228.5894,577953
2026-05-02 11:05:00,GLD,228.5894,229.0490,228.3941,228.8538,592884
2026-05-02 11:10:00,GLD,228.8538,229.1742,228.3820,228.7024,606249
2026-05-02 11:15:00,GLD,228.7024,229.1179,228.4306,228.8461,617999
2026-05-02 11:20:00,GLD,228.8461,229.0266,228.4369,228.6174,628119
2026-05-02 11:25:00,GLD,228.6174,229.0636,228.2776,228.7238,636627
2026-05-02 11:30:00,GLD,228.7238,229.0964,228.3227,228.6953,643574
2026-05-02 11:35:00,GLD,228.6953,228.9973,228.4800,228.7820,649043
2026-05-02 11:40:00,GLD,228.7820,229.0127,228.5882,228.8189,510146
2026-05-02 11:45:00,GLD,228.8189,229.4616,228.4101,229.0528,513023
2026-05-02 11:50:00,GLD,229.0528,229.3353,228.5986,228.8811,514840
2026-05-02 11:55:00,GLD,228.8811,229.0731,228.2908,228.4828,515785
2026-05-02 12:00:00,GLD,228.4828,228.8076,227.7637,228.0885,516062
2026-05-02 12:05:00,GLD,228.0885,228.5222,227.7846,228.2182,515889
2026-05-02 12:10:00,GLD,228.2182,228.4906,227.6233,227.8957,515494
2026-05-02 12:15:00,GLD,227.8957,228.1710,227.3855,227.6608,927198
2026-05-02 12:20:00,GLD,227.6608,227.8861,227.1355,227.3607,514968
2026-05-02 12:25:00,GLD,227.3607,227.7353,226.8873,227.2619,515295
2026-05-02 12:30:00,GLD,227.2619,227.6094,226.6269,226.9745,516309
2026-05-02 12:35:00,GLD,226.9745,227.2336,226.5439,226.8031,518213
2026-05-02 12:40:00,GLD,226.8031,227.0431,226.3239,226.5640,521192
2026-05-02 12:45:00,GLD,226.5640,227.0486,226.2154,226.7001,382410
2026-05-02 12:50:00,GLD,226.7001,227.0097,226.3766,226.6862,388006
2026-05-02 12:55:00,GLD,226.6862,226.8824,226.2808,226.4770,395088
2026-05-02 13:00:00,GLD,226.4770,226.6953,225.6831,225.9014,403738
2026-05-02 13:05:00,GLD,225.9014,226.1858,225.2871,225.5714,414002
2026-05-02 13:10:00,GLD,225.5714,225.8821,224.9965,225.3072,425896
2026-05-02 13:15:00,GLD,225.3072,225.5277,224.6201,224.8406,439402
2026-05-02 13:20:00,GLD,224.8406,225.1033,224.4243,224.6870,454468
2026-05-02 13:25:00,GLD,224.6870,225.0083,223.7842,224.1054,471012
2026-05-02 13:30:00,GLD,224.1054,224.3780,223.7688,224.0414,488921
2026-05-02 13:35:00,GLD,224.0414,224.4138,223.3415,223.7139,508054
2026-05-02 13:40:00,GLD,223.7139,224.0612,223.1105,223.4578,528245
2026-05-02 13:45:00,GLD,223.4578,223.6576,223.1802,223.3801,549307
2026-05-02 13:50:00,GLD,223.3801,223.7906,222.8427,223.2533,428036
2026-05-02 13:55:00,GLD,223.2533,223.6121,222.6587,223.0175,450211
2026-05-02 14:00:00,GLD,223.0175,223.2069,222.5854,222.7748,472607
2026-05-02 14:05:00,GLD,222.7748,223.0282,222.3552,222.6086,494990
2026-05-02 14:10:00,GLD,222.6086,222.8190,222.1891,222.3994,517129
2026-05-02 14:15:00,GLD,222.3994,222.7545,222.1601,222.5151,538797
2026-05-02 14:20:00,GLD,222.5151,222.9234,221.9549,222.3631,559776
2026-05-02 14:25:00,GLD,222.3631,222.6300,222.1481,222.4150,579863
2026-05-02 14:30:00,GLD,222.4150,222.9392,221.8834,222.4076,598874
2026-05-02 14:35:00,GLD,222.4076,222.9680,222.1225,222.6830,616644
2026-05-02 14:40:00,GLD,222.6830,223.0841,222.4658,222.8669,633036
2026-05-02 14:45:00,GLD,222.8669,223.3352,222.6213,223.0896,647940
2026-05-02 14:50:00,GLD,223.0896,223.4740,222.7979,223.1823,661276
2026-05-02 14:55:00,GLD,223.1823,223.5728,222.9503,223.3408,529997
2026-05-02 15:00:00,GLD,223.3408,223.8162,223.0380,223.5134,540089
2026-05-02 15:05:00,GLD,223.5134,224.0325,223.2098,223.7289,548569
2026-05-02 15:10:00,GLD,223.7289,224.0042,223.4524,223.7278,555489
2026-05-02 15:15:00,GLD,223.7278,224.0723,223.5026,223.8471,560932
2026-05-02 15:20:00,GLD,223.8471,224.5476,223.5004,224.2009,1017022
2026-05-02 15:25:00,GLD,224.2009,224.9529,223.8961,224.6481,567869
2026-05-02 15:30:00,GLD,224.6481,225.3553,224.3466,225.0538,569669
2026-05-02 15:35:00,GLD,225.0538,225.2369,224.7456,224.9286,570600
2026-05-02 15:40:00,GLD,224.9286,225.6509,224.6360,225.3583,570867
2026-05-02 15:45:00,GLD,225.3583,225.7689,225.1298,225.5404,570688
2026-05-02 15:50:00,GLD,225.5404,226.4099,225.1210,225.9905,570292
2026-05-02 15:55:00,GLD,225.9905,226.8781,225.6085,226.4961,569910
2026-05-03 09:30:00,GLD,226.4961,227.0132,226.2496,226.7668,426774
2026-05-03 09:35:00,GLD,226.7668,226.9999,226.4587,226.6918,427111
2026-05-03 09:40:00,GLD,226.6918,227.2805,226.4923,227.0810,428139
2026-05-03 09:45:00,GLD,227.0810,227.3435,226.8094,227.0720,430061
2026-05-03 09:50:00,GLD,227.0720,227.6714,226.7988,227.3982,433061
2026-05-03 09:55:00,GLD,227.3982,227.6466,226.9193,227.1676,437302
2026-05-03 10:00:00,GLD,227.1676,227.7639,226.7223,227.3186,442923
2026-05-03 10:05:00,GLD,227.3186,227.6615,227.0749,227.4179,450033
2026-05-03 10:10:00,GLD,227.4179,227.9590,227.1934,227.7346,458710
2026-05-03 10:15:00,GLD,227.7346,228.0991,227.5434,227.9079,469004
2026-05-03 10:20:00,GLD,227.9079,228.2328,227.0867,227.4116,480927
2026-05-03 10:25:00,GLD,227.4116,228.1912,227.1103,227.8899,494460
2026-05-03 10:30:00,GLD,227.8899,228.2265,227.6729,228.0095,509554
2026-05-03 10:35:00,GLD,228.0095,228.5824,227.7945,228.3673,383123
2026-05-03 10:40:00,GLD,228.3673,228.7698,228.0913,228.4938,401055
2026-05-03 10:45:00,GLD,228.4938,228.7082,228.3078,228.5222,420208
2026-05-03 10:50:00,GLD,228.5222,228.8577,228.1155,228.4509,440416
2026-05-03 10:55:00,GLD,228.4509,228.7266,228.1109,228.3866,461492
2026-05-03 11:00:00,GLD,228.3866,228.5714,227.9479,228.1327,483230
2026-05-03 11:05:00,GLD,228.1327,228.3608,227.5795,227.8077,505412
2026-05-03 11:10:00,GLD,227.8077,228.0190,227.4813,227.6926,527809
2026-05-03 11:15:00,GLD,227.6926,228.1532,227.3243,227.7849,550190
2026-05-03 11:20:00,GLD,227.7849,228.1992,227.5872,228.0015,572323
2026-05-03 11:25:00,GLD,228.0015,228.3411,227.3678,227.7074,593980
2026-05-03 11:30:00,GLD,227.7074,227.9729,227.1318,227.3973,614945
2026-05-03 11:35:00,GLD,227.3973,227.7487,226.8556,227.2069,635015
2026-05-03 11:40:00,GLD,227.2069,227.5429,226.3979,226.7338,511005
2026-05-03 11:45:00,GLD,226.7338,227.0058,226.4589,226.7309,528751
2026-05-03 11:50:00,GLD,226.7309,226.9709,226.4706,226.7105,545118
2026-05-03 11:55:00,GLD,226.7105,227.0098,226.3863,226.6855,1007991
2026-05-03 12:00:00,GLD,226.6855,226.9249,225.8334,226.0727,573303
2026-05-03 12:05:00,GLD,226.0727,226.2589,225.5581,225.7443,584995
2026-05-03 12:10:00,GLD,225.7443,226.0711,225.1849,225.5116,595058
2026-05-03 12:15:00,GLD,225.5116,225.6966,225.2128,225.3977,603510
2026-05-03 12:20:00,GLD,225.3977,225.6066,224.9851,225.1940,610403
2026-05-03 12:25:00,GLD,225.1940,225.4651,224.5468,224.8179,615821
2026-05-03 12:30:00,GLD,224.8179,225.0737,224.2064,224.4622,619878
2026-05-03 12:35:00,GLD,224.4622,224.7974,223.8235,224.1587,622715
2026-05-03 12:40:00,GLD,224.1587,224.3541,223.6840,223.8795,624498
2026-05-03 12:45:00,GLD,223.8795,224.0928,223.3702,223.5835,482416
2026-05-03 12:50:00,GLD,223.5835,223.8135,223.0124,223.2424,482672
2026-05-03 12:55:00,GLD,223.2424,223.5684,222.6731,222.9991,482488
2026-05-03 13:00:00,GLD,222.9991,223.2654,222.3619,222.6281,482090
2026-05-03 13:05:00,GLD,222.6281,222.8430,221.9980,222.2129,481710
2026-05-03 13:10:00,GLD,222.2129,222.5795,221.4765,221.8430,481581
2026-05-03 13:15:00,GLD,221.8430,222.0928,221.4356,221.6854,481928
2026-05-03 13:20:00,GLD,221.6854,222.0474,220.9443,221.3062,482970
2026-05-03 13:25:00,GLD,221.3062,221.6386,221.1109,221.4433,484909
2026-05-03 13:30:00,GLD,221.4433,221.6567,220.9884,221.2018,487930
2026-05-03 13:35:00,GLD,221.2018,221.6568,221.0102,221.4651,492195
2026-05-03 13:40:00,GLD,221.4651,221.9783,221.2186,221.7318,497841
2026-05-03 13:45:00,GLD,221.7318,222.1897,221.5239,221.9818,504978
2026-05-03 13:50:00,GLD,221.9818,222.1854,221.7391,221.9427,370684
2026-05-03 13:55:00,GLD,221.9427,222.4082,221.5857,222.0512,381006
2026-05-03 14:00:00,GLD,222.0512,222.4821,221.8532,222.2841,392957
2026-05-03 14:05:00,GLD,222.2841,222.8170,222.0043,222.5372,406520
2026-05-03 14:10:00,GLD,222.5372,222.8737,222.2113,222.5478,421640
2026-05-03 14:15:00,GLD,222.5478,222.8017,222.2969,222.5508,438234
2026-05-03 14:20:00,GLD,222.5508,222.8643,222.2766,222.5901,456189
2026-05-03 14:25:00,GLD,222.5901,223.0715,222.3739,222.8552,475362
2026-05-03 14:30:00,GLD,222.8552,223.1494,222.6750,222.9693,495588
2026-05-03 14:35:00,GLD,222.9693,223.4748,222.6515,223.1570,516677
2026-05-03 14:40:00,GLD,223.1570,223.5521,222.8758,223.2709,538425
2026-05-03 14:45:00,GLD,223.2709,223.9640,223.0462,223.7393,560612
2026-05-03 14:50:00,GLD,223.7393,224.3190,223.2775,223.8572,583012
2026-05-03 14:55:00,GLD,223.8572,224.5628,223.6131,224.3187,462390
2026-05-03 15:00:00,GLD,224.3187,224.7783,224.1168,224.5764,872129
2026-05-03 15:05:00,GLD,224.5764,225.4123,224.2225,225.0583,506163
2026-05-03 15:10:00,GLD,225.0583,225.6077,224.7845,225.3339,527114
2026-05-03 15:15:00,GLD,225.3339,226.1170,225.1150,225.8981,547166
2026-05-03 15:20:00,GLD,225.8981,226.4063,225.6246,226.1328,566135
2026-05-03 15:25:00,GLD,226.1328,226.3365,225.8398,226.0436,583859
2026-05-03 15:30:00,GLD,226.0436,226.6891,225.7590,226.4045,600200
2026-05-03 15:35:00,GLD,226.4045,226.9273,226.0936,226.6164,615049
2026-05-03 15:40:00,GLD,226.6164,226.9528,226.4226,226.7590,628329
2026-05-03 15:45:00,GLD,226.7590,227.1737,226.4550,226.8697,639993
2026-05-03 15:50:00,GLD,226.8697,227.6181,226.4932,227.2417,650027
2026-05-03 15:55:00,GLD,227.2417,228.2166,226.8268,227.8017,658451
2026-05-04 09:30:00,GLD,227.8017,228.6220,227.4312,228.2515,522317
2026-05-04 09:35:00,GLD,228.2515,228.7947,227.9734,228.5166,527710
2026-05-04 09:40:00,GLD,228.5166,229.2266,228.2554,228.9654,531744
2026-05-04 09:45:00,GLD,228.9654,229.4732,228.7807,229.2885,534560
2026-05-04 09:50:00,GLD,229.2885,229.6516,229.1003,229.4634,536327
2026-05-04 09:55:00,GLD,229.4634,229.7100,229.2141,229.4606,537230
2026-05-01 09:30:00,SLV,28.0000,28.3183,27.4824,27.8007,810000
2026-05-01 09:35:00,SLV,27.8007,27.9862,27.5822,27.7677,472390
2026-05-01 09:40:00,SLV,27.7677,28.3466,27.3560,27.9348,494547
2026-05-01 09:45:00,SLV,27.9348,28.2464,27.5086,27.8202,516246
2026-05-01 09:50:00,SLV,27.8202,28.0047,27.5870,27.7715,537267
2026-05-01 09:55:00,SLV,27.7715,28.4515,27.5782,28.2583,557406
2026-05-01 10:00:00,SLV,28.2583,28.4792,27.9958,28.2167,576478
2026-05-01 10:05:00,SLV,28.2167,28.4425,28.0171,28.2429,594318
2026-05-01 10:10:00,SLV,28.2429,28.6635,28.0603,28.4810,610786
2026-05-01 10:15:00,SLV,28.4810,28.8705,28.2972,28.6867,625771
2026-05-01 10:20:00,SLV,28.6867,29.3835,28.4860,29.1828,639192
2026-05-01 10:25:00,SLV,29.1828,29.6332,28.9755,29.4258,651000
2026-05-01 10:30:00,SLV,29.4258,30.0144,29.1522,29.7408,661178
2026-05-01 10:35:00,SLV,29.7408,30.3604,29.5221,30.1417,526743
2026-05-01 10:40:00,SLV,30.1417,30.6203,29.8676,30.3462,533744
2026-05-01 10:45:00,SLV,30.3462,30.9634,30.0829,30.7002,539263
2026-05-01 10:50:00,SLV,30.7002,31.3024,30.3917,30.9939,543412
2026-05-01 10:55:00,SLV,30.9939,31.2794,30.8058,31.0913,546330
2026-05-01 11:00:00,SLV,31.0913,31.3869,30.8354,31.1311,548182
2026-05-01 11:05:00,SLV,31.1311,31.7281,30.7160,31.3130,549154
2026-05-01 11:10:00,SLV,31.3130,32.1646,31.1008,31.9524,549450
2026-05-01 11:15:00,SLV,31.9524,32.6437,31.6036,32.2949,549290
2026-05-01 11:20:00,SLV,32.2949,33.1855,31.8898,32.7803,548899
2026-05-01 11:25:00,SLV,32.7803,33.5952,32.3835,33.1984,548510
2026-05-01 11:30:00,SLV,33.1984,33.6183,32.9416,33.3615,548356
2026-05-01 11:35:00,SLV,33.3615,34.0045,33.0287,33.6717,548662
2026-05-01 11:40:00,SLV,33.6717,34.2617,33.2671,33.8572,406648
2026-05-01 11:45:00,SLV,33.8572,34.1038,33.5585,33.8051,408517
2026-05-01 11:50:00,SLV,33.8051,34.2646,33.4968,33.9562,411456
2026-05-01 11:55:00,SLV,33.9562,34.4599,33.7574,34.2611,415628
2026-05-01 12:00:00,SLV,34.2611,34.6469,34.0802,34.4659,421172
2026-05-01 12:05:00,SLV,34.4659,34.9410,34.1978,34.6729,428201
2026-05-01 12:10:00,SLV,34.6729,35.2904,34.4620,35.0795,436793
2026-05-01 12:15:00,SLV,35.0795,35.4443,34.7654,35.1301,447000
2026-05-01 12:20:00,SLV,35.1301,35.5695,34.8519,35.2912,458837
2026-05-01 12:25:00,SLV,35.2912,35.8283,35.0879,35.6250,472286
2026-05-01 12:30:00,SLV,35.6250,36.0555,35.3384,35.7688,487298
2026-05-01 12:35:00,SLV,35.7688,35.9502,35.4163,35.5977,906825
2026-05-01 12:40:00,SLV,35.5977,35.8522,35.3963,35.6508,521655
2026-05-01 12:45:00,SLV,35.6508,36.1897,35.2840,35.8229,397747
2026-05-01 12:50:00,SLV,35.8229,36.2261,35.0001,35.4033,417904
2026-05-01 12:55:00,SLV,35.4033,35.7346,35.0268,35.3581,438938
2026-05-01 13:00:00,SLV,35.3581,35.6010,35.0594,35.3023,460647
2026-05-01 13:05:00,SLV,35.3023,35.4900,34.8125,35.0002,482811
2026-05-01 13:10:00,SLV,35.0002,35.3194,34.6332,34.9523,505202
2026-05-01 13:15:00,SLV,34.9523,35.3198,34.7119,35.0794,527590
2026-05-01 13:20:00,SLV,35.0794,35.3143,34.4662,34.7011,549741
2026-05-01 13:25:00,SLV,34.7011,34.9009,34.4008,34.6006,571430
2026-05-01 13:30:00,SLV,34.6006,34.8380,34.3167,34.5542,592437
2026-05-01 13:35:00,SLV,34.5542,34.7899,34.2263,34.4620,612559
2026-05-01 13:40:00,SLV,34.4620,34.7040,33.9156,34.1576,631610
2026-05-01 13:45:00,SLV,34.1576,34.4177,33.7568,34.0170,649427
2026-05-01 13:50:00,SLV,34.0170,34.2856,33.2562,33.5247,522870
2026-05-01 13:55:00,SLV,33.5247,33.9183,33.2907,33.6842,537828
2026-05-01 14:00:00,SLV,33.6842,33.9239,33.3170,33.5567,551221
2026-05-01 14:05:00,SLV,33.5567,34.0347,33.3002,33.7782,563000
2026-05-01 14:10:00,SLV,33.7782,34.1740,32.9287,33.3245,573149
2026-05-01 14:15:00,SLV,33.3245,33.6352,32.5621,32.8729,581685
2026-05-01 14:20:00,SLV,32.8729,33.1336,32.4707,32.7314,588659
2026-05-01 14:25:00,SLV,32.7314,32.9375,32.1098,32.3159,594153
2026-05-01 14:30:00,SLV,32.3159,32.6976,31.6695,32.0511,598279
2026-05-01 14:35:00,SLV,32.0511,32.4134,31.7722,32.1344,601177
2026-05-01 14:40:00,SLV,32.1344,32.4987,31.6668,32.0310,603011
2026-05-01 14:45:00,SLV,32.0310,32.4012,31.7616,32.1317,603969
2026-05-01 14:50:00,SLV,32.1317,32.3715,31.8981,32.1379,604256
2026-05-01 14:55:00,SLV,32.1379,32.3890,31.6777,31.9288,461089
2026-05-01 15:00:00,SLV,31.9288,32.2862,31.5380,31.8954,460697
2026-05-01 15:05:00,SLV,31.8954,32.0848,31.5284,31.7178,460310
2026-05-01 15:10:00,SLV,31.7178,31.9820,31.0710,31.3352,460162
2026-05-01 15:15:00,SLV,31.3352,32.0049,31.1492,31.8189,460478
2026-05-01 15:20:00,SLV,31.8189,32.6973,31.5289,32.4073,461478
2026-05-01 15:25:00,SLV,32.4073,32.7400,32.0618,32.3946,463365
2026-05-01 15:30:00,SLV,32.3946,32.6452,32.2116,32.4623,466324
2026-05-01 15:35:00,SLV,32.4623,33.0307,32.0980,32.6664,470519
2026-05-01 15:40:00,SLV,32.6664,33.1681,32.3588,32.8604,856960
2026-05-01 15:45:00,SLV,32.8604,33.2584,32.6683,33.0663,483144
2026-05-01 15:50:00,SLV,33.0663,33.2903,32.7449,32.9688,491765
2026-05-01 15:55:00,SLV,32.9688,33.2367,32.6103,32.8782,502001
2026-05-02 09:30:00,SLV,32.8782,33.2020,32.6691,32.9930,370866
2026-05-02 09:35:00,SLV,32.9930,33.7313,32.7435,33.4818,384344
2026-05-02 09:40:00,SLV,33.4818,34.1318,33.1716,33.8217,399383
2026-05-02 09:45:00,SLV,33.8217,34.2658,33.5737,34.0177,415902
2026-05-02 09:50:00,SLV,34.0177,34.3863,33.8022,34.1708,433788
2026-05-02 09:55:00,SLV,34.1708,34.5616,33.9473,34.3381,452900
2026-05-02 10:00:00,SLV,34.3381,34.9904,34.1070,34.7593,473074
2026-05-02 10:05:00,SLV,34.7593,35.1751,34.4654,34.8812,494123
2026-05-02 10:10:00,SLV,34.8812,35.7419,34.5302,35.3909,515841
2026-05-02 10:15:00,SLV,35.3909,36.0305,35.1248,35.7645,538011
2026-05-02 10:20:00,SLV,35.7645,36.4859,35.5331,36.2545,560405
2026-05-02 10:25:00,SLV,36.2545,36.5355,36.0518,36.3328,582790
2026-05-02 10:30:00,SLV,36.3328,36.6808,35.6738,36.0219,604935
2026-05-02 10:35:00,SLV,36.0219,36.5419,35.8244,36.3444,483613
2026-05-02 10:40:00,SLV,36.3444,36.5754,36.0122,36.2431,504607
2026-05-02 10:45:00,SLV,36.2431,36.5731,35.9509,36.2809,524711
2026-05-02 10:50:00,SLV,36.2809,36.5806,36.0030,36.3027,543742
2026-05-02 10:55:00,SLV,36.3027,36.4912,35.9850,36.1735,561535
2026-05-02 11:00:00,SLV,36.1735,36.5581,35.9895,36.3741,577953
2026-05-02 11:05:00,SLV,36.3741,36.8128,36.0745,36.5132,592884
2026-05-02 11:10:00,SLV,36.5132,36.9552,36.1885,36.6305,606249
2026-05-02 11:15:00,SLV,36.6305,36.9250,36.2074,36.5019,617999
2026-05-02 11:20:00,SLV,36.5019,36.8291,35.8848,36.2120,628119
2026-05-02 11:25:00,SLV,36.2120,36.6914,35.9707,36.4501,636627
2026-05-02 11:30:00,SLV,36.4501,36.8738,35.9385,36.3622,643574
2026-05-02 11:35:00,SLV,36.3622,36.6595,35.9893,36.2866,649043
2026-05-02 11:40:00,SLV,36.2866,36.7465,35.9283,36.3882,510146
2026-05-02 11:45:00,SLV,36.3882,36.8763,36.1829,36.6710,513023
2026-05-02 11:50:00,SLV,36.6710,37.4558,36.3252,37.1101,514840
2026-05-02 11:55:00,SLV,37.1101,37.4620,36.6714,37.0233,515785
